program_order,program_id,program_en,program_zh,program_short_en,program_short_zh,program_kind_en,program_kind_zh,program_color,program_blurb_en,program_blurb_zh,program_film_count,order_in_program,film_id,title_en,title_zh,year,director,director_zh,runtime_min,country,country_zh,language,format_tags,synopsis_en,synopsis_zh,poster_url,imdb_id,imdb_url,tmdb_id
9,jury-films,Jury President & Jurors' Films,评委主席及评委作品展,Jury Films,评委作品,Section,单元,#5a3aa6,Selected works from this year's Golden Goblet jury — the films behind the verdicts.,本届金爵奖评委会成员的代表作选映——评审席背后的电影。,15,7,jury-films-a-shaun-the-sheep-movie-farmageddon,A SHAUN THE SHEEP MOVIE: FARMAGEDDON,小羊肖恩2：末日农场,2019,Will Becher,,87,"France, United Kingdom",,EN,,"When an alien with amazing powers crash-lands near Mossy Bottom Farm, Shaun the Sheep goes on a mission to shepherd the intergalactic visitor home before a sinister organization can capture her.",　　宁静祥和的农场里，小羊肖恩和伙伴们大开脑洞，做着各种挑战生命极限的游戏。这可气坏了牧羊犬，他接二连三制定禁令，防止羊们兴风作浪。肖恩哪能随便被人摆布？他想出鬼点子，通过电话订购了披萨，谁知却引来了一个始料未及的不速之客。来者是一个名叫噜啦的外星宝宝。虽然语言不通，但通过肢体语言，肖恩终于弄清噜啦想要找到飞船回到自己的家乡。经过一番缜密的策划，肖恩终于和这个新朋友踏上寻找飞船的征途。与此同时，不明飞行物的造访在小镇引起轰动，同时也惊动了一个专门追寻外星生物的政府机构。 本来一波三折的寻找飞船之旅，如今又加入了气势汹汹的对手，肖恩他们将面临前所未有的考验……,https://image.tmdb.org/t/p/w500/p08FoXVFgcRm5QZBaGj0VKa2W2Y.jpg,tt6193408,https://www.imdb.com/title/tt6193408/,422803
9,jury-films,Jury President & Jurors' Films,评委主席及评委作品展,Jury Films,评委作品,Section,单元,#5a3aa6,Selected works from this year's Golden Goblet jury — the films behind the verdicts.,本届金爵奖评委会成员的代表作选映——评审席背后的电影。,15,8,jury-films-orange,ORANGE,橙,2002,Jake Kasdan,,82,United States of America,,EN,,"Shaun Brumder is a local surfer kid from Orange County who dreams of going to Stanford to become a writer and to get away from his dysfunctional family household. Except Shaun runs into one complication after another, starting when his application is rejected after his dim-witted guidance counselor sends in the wrong form.",肖恩是个普普通通的高中生，他的家在风景迷人的橘子郡。他酷爱冲浪，还有一帮伙伴追随着他，过着无忧无虑的生活。但是有一天，当肖恩亲眼目睹了自己的一个同伴在冲浪中发生事故后，这一切发生了变化。 　　肖恩原来的世界观被彻底动摇了，他开始重新评价周围的事物；恰恰在这时，他在一片熟悉的沙地里无意中挖出了一本马库斯·斯金纳的小说《整齐的夹克》。也许这本小说真的是上天为肖恩准备的，在反复阅读了好几遍之后，肖恩打算以冲浪为业的理想发生了180度的改变：他决定要成为一名作家……,https://image.tmdb.org/t/p/w500/lmLcncTWV78v91tKBmI5ytjKvOc.jpg,tt0273923,https://www.imdb.com/title/tt0273923/,11857
9,jury-films,Jury President & Jurors' Films,评委主席及评委作品展,Jury Films,评委作品,Section,单元,#5a3aa6,Selected works from this year's Golden Goblet jury — the films behind the verdicts.,本届金爵奖评委会成员的代表作选映——评审席背后的电影。,15,9,jury-films-printed-rainbow,PRINTED RAINBOW,印刷的彩虹,2006,Gitanjali Rao,,15,India,,XX,,A matchbox collection unites a lonely woman and her cat.,,https://image.tmdb.org/t/p/w500/8lTljxOF00OzkcEoM6Q7FhlNgD1.jpg,tt0938780,https://www.imdb.com/title/tt0938780/,267523
9,jury-films,Jury President & Jurors' Films,评委主席及评委作品展,Jury Films,评委作品,Section,单元,#5a3aa6,Selected works from this year's Golden Goblet jury — the films behind the verdicts.,本届金爵奖评委会成员的代表作选映——评审席背后的电影。,15,10,jury-films-chai,CHAI,茶,2013,,,,,,,,,,,,https://www.imdb.com/find/?q=CHAI+2013&s=tt&ttype=ft,
9,jury-films,Jury President & Jurors' Films,评委主席及评委作品展,Jury Films,评委作品,Section,单元,#5a3aa6,Selected works from this year's Golden Goblet jury — the films behind the verdicts.,本届金爵奖评委会成员的代表作选映——评审席背后的电影。,15,11,jury-films-true-love-story,TRUE LOVE STORY,真爱故事,2014,Gitanjali Rao,,19,India,,XX,,"Set in the streets of Bombay, TrueLoveStory is a tale of what happens to the love of 17-year-old Salim and Kamala when the Ultimate Bollywood Fantasy is applied in reality.",,https://image.tmdb.org/t/p/w500/x1GQ6OdODVFNXqNXyIZtQj6UN99.jpg,tt3479062,https://www.imdb.com/title/tt3479062/,738577
9,jury-films,Jury President & Jurors' Films,评委主席及评委作品展,Jury Films,评委作品,Section,单元,#5a3aa6,Selected works from this year's Golden Goblet jury — the films behind the verdicts.,本届金爵奖评委会成员的代表作选映——评审席背后的电影。,15,12,jury-films-rewa-bombay-rose-song,REWA: BOMBAY ROSE SONG,孟买玫瑰之歌,2019,,,,,,,,,,,,https://www.imdb.com/find/?q=REWA%3A+BOMBAY+ROSE+SONG+2019&s=tt&ttype=ft,
9,jury-films,Jury President & Jurors' Films,评委主席及评委作品展,Jury Films,评委作品,Section,单元,#5a3aa6,Selected works from this year's Golden Goblet jury — the films behind the verdicts.,本届金爵奖评委会成员的代表作选映——评审席背后的电影。,15,13,jury-films-umar-and-the-wick-of-grime,UMAR AND THE WICK OF GRIME,乌马尔与邮局之灯,2020,,,,,,,,,,,,https://www.imdb.com/find/?q=UMAR+AND+THE+WICK+OF+GRIME+2020&s=tt&ttype=ft,
9,jury-films,Jury President & Jurors' Films,评委主席及评委作品展,Jury Films,评委作品,Section,单元,#5a3aa6,Selected works from this year's Golden Goblet jury — the films behind the verdicts.,本届金爵奖评委会成员的代表作选映——评审席背后的电影。,15,14,jury-films-tomorrow-my-love,TOMORROW MY LOVE,明天，我的爱,2021,Gitanjali Rao,,5,India,,XX,,"An old man must find a way to make his loved one’s time in the hospital less dreary. Unable to hold hands, during the pandemic only memories, music and a cat bring them together. Tomorrow My Love is a ballad about touching the heart without being able to touch.",,https://image.tmdb.org/t/p/w500/ggMclXemPY3tlClntiI1XXJe5gA.jpg,tt15077900,https://www.imdb.com/title/tt15077900/,852197
9,jury-films,Jury President & Jurors' Films,评委主席及评委作品展,Jury Films,评委作品,Section,单元,#5a3aa6,Selected works from this year's Golden Goblet jury — the films behind the verdicts.,本届金爵奖评委会成员的代表作选映——评审席背后的电影。,15,15,jury-films-nobody,NOBODY,浪浪山小妖怪,2025,Timo Tjahjanto,,89,United States of America,,EN,,"Former assassin Hutch Mansell takes his family on a nostalgic vacation to a small-town theme park, only to be pulled back into violence when they clash with a corrupt operator, a crooked sheriff, and a ruthless crime boss.",昔日“小人物”哈奇携妻小赴偏远小镇度假，却被恶警与黑帮围剿。枪火惊梦，全家被迫联手反击。在枪火与尖叫交织的旋转木马上，哈奇终于明白：真正的“退休”不是金盆洗手，而是让家人活下来的那一刻。,https://image.tmdb.org/t/p/w500/svXVRoRSu6zzFtCzkRsjZS7Lqpd.jpg,tt28996126,https://www.imdb.com/title/tt28996126/,1007734
10,screen-resonance,Screen Resonance,银幕意蕴,Screen Resonance,银幕意蕴,Section,单元,#3a6a5a,A curated panorama of 2025 features carrying their own slow weight.,策展精选的 2025 年长片——各自承载缓慢、厚重的分量。,8,1,screen-resonance-keep-me-in-mind,KEEP ME IN MIND,请记得我,2025,Alexander King,,20,United States of America,,EN,,"In an alternate universe, Jada continues her relationship with her deceased boyfriend.",,https://image.tmdb.org/t/p/w500/e6gUMJHy1qBDDjD7znXjo12ObvQ.jpg,,https://www.imdb.com/find/?q=KEEP+ME+IN+MIND+2025&s=tt&ttype=ft,1087191
10,screen-resonance,Screen Resonance,银幕意蕴,Screen Resonance,银幕意蕴,Section,单元,#3a6a5a,A curated panorama of 2025 features carrying their own slow weight.,策展精选的 2025 年长片——各自承载缓慢、厚重的分量。,8,2,screen-resonance-classmates,CLASSMATES,明天提问,2025,Toni Cahunek,,89,"Slovenia, Serbia",,SL,,"The Slovenian economy relies on workers from Kosovo, but how can the education system support their children? The documentary follows the journey of four Albanian-speaking children from Kosovo as they navigate the Slovenian school system.",,https://image.tmdb.org/t/p/w500/zCoPkazQjv81bOI2805JfXWwrkP.jpg,tt35488178,https://www.imdb.com/title/tt35488178/,1438338
10,screen-resonance,Screen Resonance,银幕意蕴,Screen Resonance,银幕意蕴,Section,单元,#3a6a5a,A curated panorama of 2025 features carrying their own slow weight.,策展精选的 2025 年长片——各自承载缓慢、厚重的分量。,8,3,screen-resonance-the-holy-boy,THE HOLY BOY,微笑村恐怖事件,2025,Paolo Strippoli,,122,"Italy, Slovenia",,IT,,"A PE teacher moves to a isolated mountain village where the people appear to live in unshakeable serenity, but soon stumbles across a disturbing ritual. Once a week, the locals are freed of their pain by a lonely boy born with the power to heal one's soul just by hugging them. Trying to rescue him from this madness, the man unleashes his dark side.",带着过往伤痛，塞吉欧只身一人前往「微笑之村」担任代理教师。这座对负能量零容忍的小镇，明明曾遭逢巨变，居民们却笑口常开。原来，让这座微笑之村风光明媚的秘方，是一位能吸取人间苦痛的男孩，他的身体如祭坛，透过拥抱承担全村的悲伤。他为人搭建快乐天堂，自己却陷入无尽黑暗。塞吉欧与男孩的相遇，搅乱了镇上的平衡；那座炼狱之门，也终将反向人间敞开。,https://image.tmdb.org/t/p/w500/2jpKQ6xhcxaNXOUDeQpyHNUcWr1.jpg,tt33382323,https://www.imdb.com/title/tt33382323/,1092936
10,screen-resonance,Screen Resonance,银幕意蕴,Screen Resonance,银幕意蕴,Section,单元,#3a6a5a,A curated panorama of 2025 features carrying their own slow weight.,策展精选的 2025 年长片——各自承载缓慢、厚重的分量。,8,4,screen-resonance-sweetheart,SWEETHEART,我的喜悦夏天,2025,Margherita Spampinato,,90,Italy,,IT,,"A reluctant summer together transforms into an enchanting adventure when a young boy discovers his aunt's mysterious Sicilian house holds secrets and, perhaps, ancient spirits lurking within its walls.",一个男孩和一位老妇人被迫一起度过一个夏天。这是现代与传统、快速与缓慢之间的碰撞。这是一个充满恐惧和发现的夏天，但同样也有冒险、里程碑和失落——一个过后一切都将不再相同的夏天。,https://image.tmdb.org/t/p/w500/7N4QlTDnw0NfF9B6kKfG1O9zU35.jpg,tt36454256,https://www.imdb.com/title/tt36454256/,1510325
10,screen-resonance,Screen Resonance,银幕意蕴,Screen Resonance,银幕意蕴,Section,单元,#3a6a5a,A curated panorama of 2025 features carrying their own slow weight.,策展精选的 2025 年长片——各自承载缓慢、厚重的分量。,8,5,screen-resonance-primavera,PRIMAVERA,春,2025,Damiano Michieletto,,111,"France, Italy",,IT,,"In 18th-century Venice, 20-year-old violin virtuoso Cecilia lives at the Pièta orphanage, where, despite her talent, she remains confined, knowing that marriage is the only way out. Yet, her life takes a turn after she meets Antonio Vivaldi, a brilliant and ambitious composer who becomes the new violin teacher. Guided by Vivaldi and his music, Cecilia finds the strength to challenge the destiny that once seemed inevitable.",18世纪的威尼斯，皮耶塔孤儿院里，小提琴天才塞西莉亚被困在命运的囚笼中，婚姻是她唯一的出路。直到新的音乐老师安东尼奥·维瓦尔第到来，这位充满野心的作曲家，以音乐为钥匙，为她打开了一扇全新的大门。在维瓦尔第的指导下，塞西莉亚在音符中找到力量，开始挣脱时代与身份的束缚，踏上追寻音乐梦想的道路。,https://image.tmdb.org/t/p/w500/6Giqb3a9ITCKhlkNeWtfzGWOxU0.jpg,tt33586629,https://www.imdb.com/title/tt33586629/,1365683
10,screen-resonance,Screen Resonance,银幕意蕴,Screen Resonance,银幕意蕴,Section,单元,#3a6a5a,A curated panorama of 2025 features carrying their own slow weight.,策展精选的 2025 年长片——各自承载缓慢、厚重的分量。,8,6,screen-resonance-anna-magnani-the-untold-story,ANNA MAGNANI - THE UNTOLD STORY,安娜·玛尼亚尼的传奇人生,2025,Monica Guerritore,,110,Italy,,IT,,"On March 21, 1956, Anna Magnani wins the Academy Award for Best Actress. She spends the night waiting for the news wandering the streets of Rome. However, an unpredictable turn of fate pushes her aside at the moment of her greatest splendor, showing her human side and the world that surrounds her. Above everything is Roberto Rossellini, ""an imprint in the heart that lives on even when time has erased everything else.""",,https://image.tmdb.org/t/p/w500/6P0pmiLEnf5TI4SQ4aYNRLFO8ky.jpg,tt36911433,https://www.imdb.com/title/tt36911433/,1184418
10,screen-resonance,Screen Resonance,银幕意蕴,Screen Resonance,银幕意蕴,Section,单元,#3a6a5a,A curated panorama of 2025 features carrying their own slow weight.,策展精选的 2025 年长片——各自承载缓慢、厚重的分量。,8,7,screen-resonance-one-year-of-school,ONE YEAR OF SCHOOL,我们的最后一年,2025,Laura Samani,,102,"Italy, France",,IT,,"2007. Fred, a 17-year-old girl who just moved from Sweden to Northeast Italy, enrolls for her high school senior year—finding herself the only female student in an all-male class. Lively and good-looking, she quickly becomes the center of attention, especially for three classmates: Antero, charming and reserved; Pasini, a cocky womanizer; Mitis, gruff and sagacious. The three have been best friends for as long as they can remember, but Fred's arrival puts their longstanding bond to the test. As each of the guys secretly desires Fred for himself, she yearns to be accepted into the group and be considered 'one of them', but is asked to sacrifice more and more in order to belong.",男子高中毕业班的最后一年，瑞典女孩弗雷德的到来颠覆了安特罗、帕西尼与米蒂斯三人的友谊。她活泼勇敢的姿态点燃了少年们的爱慕之心，让这段情谊面临严峻考验。,https://image.tmdb.org/t/p/w500/p1Fd8cIp0rfqfmlb66ydZADsJP.jpg,tt31778123,https://www.imdb.com/title/tt31778123/,1442922
10,screen-resonance,Screen Resonance,银幕意蕴,Screen Resonance,银幕意蕴,Section,单元,#3a6a5a,A curated panorama of 2025 features carrying their own slow weight.,策展精选的 2025 年长片——各自承载缓慢、厚重的分量。,8,8,screen-resonance-three-goodbyes,THREE GOODBYES,三声再见,2025,Isabel Coixet,,122,"Italy, Spain",,IT,,"Marta, who after her breakup, reacts by withdrawing into herself. When she loses her love she loses her appetite, too, but soon enough, she discovers that this has more to do with her own health than the pain of separation. Now, everything changes: the taste of food, the music, the desire, the certainty of the choices that were made.",岁月无声，平淡如水。因小事吵闹令多年恋情告终，她复要面对身体突如其来的噩耗。有恨无人省，心底的哀伤、焦虑与寂寞，只能独对在街角检拾回来的纸板韩星，轻声倾诉。夕阳余晖，仿佛骤然点亮了寻常忽略的景致，令她重新感悟人间的和煦。西班牙导演伊莎贝拉库谢以优雅与温柔，将小说家麦可娜·穆尔嘉的遗作化为翩翩光影，凝留于艾芭诺宜娃查倩影丽容，是一阕寛怀的生命诗篇；在最后的时光，与人生、与凡尘好好告别，让放下自在的微光，温润世上所爱之人。,https://image.tmdb.org/t/p/w500/xveTFM80yTfN1lYQibdqQE0Kc8C.jpg,tt35705184,https://www.imdb.com/title/tt35705184/,1433339
11,harry-potter-25,Film Series · 25 Years of Magic: Harry Potter,系列电影｜魔法闪耀25周年,Harry Potter 25,魔法闪耀,Series,系列电影,#6a4a8a,"A quarter-century of the Wizarding World, back on the big screen.",魔法世界25周年——重返大银幕。,11,1,harry-potter-25-harry-potter-and-the-sorcerer-s-stone,HARRY POTTER AND THE SORCERER'S STONE,哈利·波特与魔法石,2001,Chris Columbus,,152,"United Kingdom, United States of America",,EN,,"Harry Potter has lived under the stairs at his aunt and uncle's house his whole life. But on his 11th birthday, he learns he's a powerful wizard—with a place waiting for him at the Hogwarts School of Witchcraft and Wizardry. As he learns to harness his newfound powers with the help of the school's kindly headmaster, Harry uncovers the truth about his parents' deaths—and about the villain who's to blame.",哈利·波特是一个孤儿，从小寄养在姨妈家，受尽欺凌。但就在哈利11岁生日的时候，他意外收到了霍格沃茨学院的入学通知书。哈利从该学院派来接他的巨人海格口中得知，这是一间魔法学院，并得知了自己的身世，原来哈利的父母都是伟大的魔法师，在对付伏地魔的战斗中双双献身，唯有哈利幸免于难。哈利进入霍格沃茨后，表现出了超乎想象的飞行天赋，得到麦格教授的推荐进入了格兰芬多的魁地奇球队。另一方面，哈利发现霍格沃茨学院内有一股黑暗势力似乎在暗暗滋长，揭开谜团的关键就在有凶恶的三头犬守护的房间内。哈利、罗恩和赫敏三个好朋友决定探个究竟。,https://image.tmdb.org/t/p/w500/wuMc08IPKEatf9rnMNXvIDxqP4W.jpg,tt0241527,https://www.imdb.com/title/tt0241527/,671
11,harry-potter-25,Film Series · 25 Years of Magic: Harry Potter,系列电影｜魔法闪耀25周年,Harry Potter 25,魔法闪耀,Series,系列电影,#6a4a8a,"A quarter-century of the Wizarding World, back on the big screen.",魔法世界25周年——重返大银幕。,11,2,harry-potter-25-harry-potter-and-the-chamber-of-secrets,HARRY POTTER AND THE CHAMBER OF SECRETS,哈利·波特与密室,2002,Chris Columbus,,161,"United Kingdom, United States of America, Germany",,EN,,"Cars fly, trees fight back, and a mysterious house-elf comes to warn Harry Potter at the start of his second year at Hogwarts. Adventure and danger await when bloody writing on a wall announces: The Chamber Of Secrets Has Been Opened. To save Hogwarts will require all of Harry, Ron and Hermione's magical abilities and courage.",哈利·波特结束了假期，即将回到霍格沃兹继续学习魔法。然而一个叫多比的家养小精灵出现警告哈利不要回到霍格沃兹，否则会陷入极大的危险。哈利没有听从多比的劝告，回到了霍格沃兹。很快，霍格沃兹发生了一连窜怪事：接二连三出现学生被石化，一直找不出原因。而哈利总能听到一种奇怪的声音，从墙壁里传出来。传说，霍格沃兹有一个密室，里面记录着伏地魔年轻时的秘密，只有斯莱特林的继承人才能打开密室。哈利偶然发现自己能听懂蛇说话，一时传闻是哈利打开了密室。难道多比所指的危险就隐藏在密室？,https://image.tmdb.org/t/p/w500/sdEOH0992YZ0QSxgXNIGLq1ToUi.jpg,tt0295297,https://www.imdb.com/title/tt0295297/,672
11,harry-potter-25,Film Series · 25 Years of Magic: Harry Potter,系列电影｜魔法闪耀25周年,Harry Potter 25,魔法闪耀,Series,系列电影,#6a4a8a,"A quarter-century of the Wizarding World, back on the big screen.",魔法世界25周年——重返大银幕。,11,3,harry-potter-25-harry-potter-and-the-prisoner-of-azkaban,HARRY POTTER AND THE PRISONER OF AZKABAN,哈利·波特与阿兹卡班的囚徒,2004,Alfonso Cuarón,,141,"United Kingdom, United States of America",,EN,,Harry Potter's life is in danger once more as dangerous wizard Sirius Black has escaped from Azkaban Prison and is heading to Hogwarts.,在本片中，哈利、罗恩与赫敏已成长为少年，返回霍格沃茨魔法学校开启第三年的学习。这一年，他们被迫直面越狱逃跑的囚犯小天狼星布莱克——一个对哈利构成巨大威胁的人。哈利和他的朋友们在这一年里学习如何驯服半马半鹰的鹰头马身有翼兽、击退会变形的博格特，并掌握占卜学的技艺。他们还造访了巫师村落霍格莫德村，以及号称全英最阴森的尖叫棚屋。除了这些新奇的体验，哈利还必须战胜吸食灵魂的摄魂怪的威胁，智斗危险的狼人，并最终弄清小天狼星布莱克与他自己以及他父母之间的真相。在与挚友的并肩作战中，哈利掌握了高深的魔法，跨越了时间的界限，从而改变了不止一个人的命运。[华纳兄弟],https://image.tmdb.org/t/p/w500/aWxwnYoe8p2d2fcxOqtvAtJ72Rw.jpg,tt0304141,https://www.imdb.com/title/tt0304141/,673
11,harry-potter-25,Film Series · 25 Years of Magic: Harry Potter,系列电影｜魔法闪耀25周年,Harry Potter 25,魔法闪耀,Series,系列电影,#6a4a8a,"A quarter-century of the Wizarding World, back on the big screen.",魔法世界25周年——重返大银幕。,11,4,harry-potter-25-harry-potter-and-the-goblet-of-fire,HARRY POTTER AND THE GOBLET OF FIRE,哈利·波特与火焰杯,2005,Mike Newell,,157,"United Kingdom, United States of America",,EN,,"When his name emerges from the Goblet of Fire, Harry Potter becomes a competitor in a grueling battle for glory among three wizarding schools. Signs of Voldemort's return emerge as Harry's friends help him prepare for the Triwizard Tournament.",哈利和他的朋友们回归该系列的第四部。,https://image.tmdb.org/t/p/w500/fECBtHlr0RB3foNHDiCBXeg9Bv9.jpg,tt0330373,https://www.imdb.com/title/tt0330373/,674
11,harry-potter-25,Film Series · 25 Years of Magic: Harry Potter,系列电影｜魔法闪耀25周年,Harry Potter 25,魔法闪耀,Series,系列电影,#6a4a8a,"A quarter-century of the Wizarding World, back on the big screen.",魔法世界25周年——重返大银幕。,11,5,harry-potter-25-harry-potter-and-the-order-of-the-phoenix,HARRY POTTER AND THE ORDER OF THE PHOENIX,哈利·波特与凤凰社,2007,David Yates,,138,"United Kingdom, United States of America",,EN,,"When a new professor's methods leave Hogwarts unprepared to fight the rising tide of evil, Harry teaches students how to defend against the dark arts.",逃过摄魂怪的追杀，通过魔法部的审查，哈利终于回到美丽的霍格沃兹。然而这个学期并不轻松，他不仅要完成魔法等级考试，还要应对夜晚的噩梦和黑魔法防御课老师乌姆里奇的打压。在好友的支持下，哈利秘密组建了邓不利多军团，与大家一起练习黑魔法防御术。噩梦中，哈利总是以伏地魔的视角出现，似乎他们之间有着某种神秘的联系。在邓不利多的指示下，哈利向斯内普教授学习大脑封闭术，却鲜有成效。终于在一次噩梦的诱使下，哈利偏执的赶往魔法部营救小天狼星，却不想陷入伏地魔的圈套，引发凤凰社与食死徒之间的正面冲突。在混战中，小天狼星不幸遇难。究竟哈利与伏地魔之间有着怎样的联系？在悲恸中，邓不利多为哈利揭开谜底，哈利还有更长、更艰难的路要走……,https://image.tmdb.org/t/p/w500/5aOyriWkPec0zUDxmHFP9qMmBaj.jpg,tt0373889,https://www.imdb.com/title/tt0373889/,675
11,harry-potter-25,Film Series · 25 Years of Magic: Harry Potter,系列电影｜魔法闪耀25周年,Harry Potter 25,魔法闪耀,Series,系列电影,#6a4a8a,"A quarter-century of the Wizarding World, back on the big screen.",魔法世界25周年——重返大银幕。,11,6,harry-potter-25-harry-potter-and-the-half-blood-prince,HARRY POTTER AND THE HALF-BLOOD PRINCE,哈利·波特与混血王子,2009,David Yates,,153,"United Kingdom, United States of America",,EN,,Dumbledore tries to prepare Harry for the final battle with Voldemort while Death Eaters wreak havoc in both Muggle and Wizard worlds.,食死徒开始肆无忌惮横行于麻瓜和魔法两个世界中，霍格沃茨内忧外患，危机重重。邓不利多带着哈利辗转找到隐居多年的霍拉斯·斯拉格霍恩，请他出山接替斯内普担任魔药学的老师。霍拉斯曾经教授过无数优秀的学生，而汤姆·里德尔——伏地魔正是他最出色的一名弟子。邓不利多深信霍拉斯保有伏地魔不死身的秘密，他希望哈利能够说服霍拉斯交出秘密。另一方面，德拉科·马尔福宣誓效忠伏地魔，他想方设法将食死徒引入霍格沃茨。而此时，罗恩、赫敏他们却还沉浸在青春的躁动中，全然不知黑暗正渐渐逼近……,https://image.tmdb.org/t/p/w500/z7uo9zmQdQwU5ZJHFpv2Upl30i1.jpg,tt0417741,https://www.imdb.com/title/tt0417741/,767
11,harry-potter-25,Film Series · 25 Years of Magic: Harry Potter,系列电影｜魔法闪耀25周年,Harry Potter 25,魔法闪耀,Series,系列电影,#6a4a8a,"A quarter-century of the Wizarding World, back on the big screen.",魔法世界25周年——重返大银幕。,11,7,harry-potter-25-harry-potter-and-the-deathly-hallows-part-1,HARRY POTTER AND THE DEATHLY HALLOWS: PART 1,哈利·波特与死亡圣器(上),2010,David Yates,,146,"United Kingdom, United States of America",,EN,,"Harry, Ron and Hermione walk away from their last year at Hogwarts to find and destroy the remaining Horcruxes, putting an end to Voldemort's bid for immortality. But with Harry's beloved Dumbledore dead and Voldemort's unscrupulous Death Eaters on the loose, the world is more dangerous than ever.",邓不利多死后，伏地魔与食死徒入侵魔法学校，魔法部也被伏地魔的爪牙操控，邪恶的阴云笼罩魔法世界上空。在哈利17 岁生日之际，凤凰社成员及一众好友护送他回到了凤凰社的据点陋居，然而这立即遭到食死徒毁灭性地打击。哈利和罗恩、赫敏侥幸逃亡，并且按照邓不利多的嘱托继续寻找伏地魔的魂器。死亡的威胁时刻逡巡左右，他们还要面对友情的考验。在寻找摧毁魂器方法的过程中，死亡圣器的面纱也渐渐揭开。与此同时，为了置哈利于死地，伏地魔也在寻找最后一件死亡圣器。最后的决战即将到来……,https://image.tmdb.org/t/p/w500/iGoXIpQb7Pot00EEdwpwPajheZ5.jpg,tt0926084,https://www.imdb.com/title/tt0926084/,12444
11,harry-potter-25,Film Series · 25 Years of Magic: Harry Potter,系列电影｜魔法闪耀25周年,Harry Potter 25,魔法闪耀,Series,系列电影,#6a4a8a,"A quarter-century of the Wizarding World, back on the big screen.",魔法世界25周年——重返大银幕。,11,8,harry-potter-25-harry-potter-and-the-deathly-hallows-part-2,HARRY POTTER AND THE DEATHLY HALLOWS: PART 2,哈利·波特与死亡圣器(下),2011,David Yates,,130,"United Kingdom, United States of America",,EN,,"Harry, Ron and Hermione continue their quest to vanquish the evil Voldemort once and for all. Just as things begin to look hopeless for the young wizards, Harry discovers a trio of magical objects that endow him with powers to rival Voldemort's formidable skills.",在这部史诗终章的第二部分，魔法世界正邪双方的对决升级为全面战争。危机已达空前高度，无人能保证安全。然而，当哈利·波特逐步逼近与伏地魔的终极对决时，他可能被迫作出最后的牺牲。一切在此终结。[华纳兄弟影业],https://image.tmdb.org/t/p/w500/c54HpQmuwXjHq2C9wmoACjxoom3.jpg,tt1201607,https://www.imdb.com/title/tt1201607/,12445
11,harry-potter-25,Film Series · 25 Years of Magic: Harry Potter,系列电影｜魔法闪耀25周年,Harry Potter 25,魔法闪耀,Series,系列电影,#6a4a8a,"A quarter-century of the Wizarding World, back on the big screen.",魔法世界25周年——重返大银幕。,11,9,harry-potter-25-fantastic-beasts-and-where-to-find-them,FANTASTIC BEASTS AND WHERE TO FIND THEM,神奇动物在哪里,2016,David Yates,,133,"United Kingdom, United States of America",,EN,,"In 1926, Newt Scamander arrives at the Magical Congress of the United States of America with a magically expanded briefcase, which houses a number of dangerous creatures and their habitats. When the creatures escape from the briefcase, it sends the American wizarding authorities after Newt, and threatens to strain even further the state of magical and non-magical relations.",故事发生在1926年的纽约，彼时，麻鸡们对魔法师的抵制达到了最高峰，由玛丽露所领导的反魔法组织活动频繁。与此同时，街头巷尾之中时时发生的种种灾难意外让魔法世界的存在离暴露仅有一线之隔，整个魔法部陷入了空前紧张的气氛之中。  就在这个节骨眼上，环游世界进行着研究神奇魔法动物之行动的魔法动物学家纽特·斯卡曼德抵达了纽约，他随身携带的魔法手提箱里，装着几十种他一路营救的魔法动物们，而他的一举一动，均处于隶属于魔法部的前傲罗蒂娜的监视之下。一场意外中，麻鸡雅各布误拿了纽特的手提箱，并且放出了藏在箱子里的魔法动物，为此，纽特、蒂娜、雅各布和蒂娜的妹妹奎妮不得不踏上了寻找魔法动物的旅途。,https://image.tmdb.org/t/p/w500/fLsaFKExQt05yqjoAvKsmOMYvJR.jpg,tt3183660,https://www.imdb.com/title/tt3183660/,259316
